id	module	supermodule	dim_1	dim_2
AdoR	18	1	-0.992473656069841	-5.20283369003557
Ady43A	12	1	0.0320608082620125	-5.2527018717508
Aef1	3	1	1.89129826644007	1.36835004011815
Ahcy13	8	1	2.34016506377555	2.78898233514298
Ak6	1	1	3.42999088119761	1.30279468405781
Akap200	5	1	-0.315292435344784	-1.11012634485675
Akh	18	1	-0.714666041635724	-5.70876057299801
Akt1	3	1	0.196118798081142	0.927453690097945
Ald	17	1	1.05330653295163	4.0558972529682
Aldh	4	1	-1.91291157603391	-0.45133997121349
Alg-2	11	1	-1.73485524916306	-1.40332334975911
Alh	5	1	-0.205409162703548	-2.13766147624722
Alr	6	1	-3.29609979034771	1.88090656662183
Amun	3	1	0.233371154700172	0.965117788170185
Ance	15	1	-0.449458786441453	-0.760580123904417
Ance-5	4	1	-3.40759518233207	-1.96010241824133
Ank	3	1	-0.492982252923963	-0.0883983244643692
Ant2	7	1	-1.74995400546138	0.808684058364288
AnxB11	15	1	-0.543338436050589	-0.779267845097318
AnxB9	5	1	-0.415192561542512	-2.52990651620299
Aos1	14	1	0.300794884683958	2.29251954928284
Apc	12	1	0.00548560171848618	-4.8359645233409
Aprt	8	1	2.19918457382681	3.32953941878265
Aps	3	1	1.06393232128402	1.11774378111251
Arc1	7	1	-1.73614032736085	0.426659459136856
Arc2	7	1	-1.72852885158535	0.69004178952474
Arf102F	13	1	-0.820479816948827	4.82154692116036
Arf51F	7	1	-0.279280693425005	1.68318335728123
Arf79F	3	1	0.22688342519618	1.84078473358386
ArfGAP3	13	1	-1.21789321632702	4.75432069822266
Arl2	10	1	-0.180371030148982	-3.54467178579136
Arp2	5	1	-0.25216758639621	-3.08276693262603
Arp3	5	1	-0.601491651900413	-2.98097462671412
Arpc1	5	1	-0.643991697393302	-3.01235555366206
Arpc2	3	1	0.112208046478679	1.68498337805625
Arpc3A	6	1	-3.36921947316879	1.92190413080179
Arpc3B	4	1	-2.76168744449489	-0.556359630534997
Arpc4	5	1	-0.642002763909632	-2.98210575114801
Ars2	13	1	-0.64336090818529	4.14106621489206
Art1	1	1	2.74151250099412	2.1657158733361
Art3	1	1	3.90706808410942	2.22164365248973
Art8	1	1	3.0269235224928	2.62552940733817
Asator	18	1	-0.395156099055257	-5.72703566451239
Atac2	3	1	1.57300787868194	1.15194414307551
Ate1	7	1	-2.02029092434127	0.733646891296499
Atet	2	1	1.25582187276146	-0.807718110268125
Atf3	2	1	0.263506912151976	-0.507531290682065
Atg1	15	1	-0.717268857639038	-0.500203339462776
Atg13	10	1	-0.105270815172855	-4.33061512871766
Atg18b	10	1	0.547615252518012	-3.76713158971461
Atg4a	11	1	-1.07635541665634	-2.11710677008089
Atg8a	15	1	-1.66799956585514	-0.907084502138996
Atox1	4	1	-2.46080772105585	-1.37376440371177
Atpalpha	2	1	-0.00588082066886193	-0.554056748157147
AttB	11	1	-0.796753870735096	-1.99688545623921
AttD	11	1	-0.919796010743149	-2.60462059127643
Atx2	10	1	0.00945653042633471	-4.07329648541346
Axn	3	1	0.591131839410677	1.19368908315146
B4	10	1	0.546511497486564	-3.38380177201429
B52	14	1	1.33351010387009	2.54704836050001
BCAS2	14	1	0.437360925456425	3.08712217730488
BEAF-32	21	1	-1.88313806749122	2.61080690802808
BI-1	7	1	-1.91445380031216	0.972461403877647
BM-40-SPARC	4	1	-3.13506275870107	-1.78765374832804
Bacc	14	1	0.717931804788779	2.63448668632976
Baldspot	5	1	-0.432622523524309	-1.53272160764557
Bap55	14	1	0.335400737598235	2.32008948578544
Bap60	14	1	1.25859256123311	2.63672139559852
BicC	13	1	-1.17392536066938	4.09983734135586
BicD	3	1	-0.0300441222819244	0.0811822340685571
BigH1	20	1	1.34012838793676	-1.40332973253325
Bin1	14	1	1.08967670854924	2.90607238650676
Bka	1	1	3.01918423174174	1.87575306857985
Bre1	12	1	0.536706659420345	-4.89707953044849
Bsg	2	1	0.264417066579871	-0.393479276613581
BthD	21	1	-1.44659590540806	2.60559212481001
Btk29A	7	1	-1.68230594451122	1.65661444196527
Bub3	6	1	-2.74016328385918	2.63695196869915
BubR1	21	1	-2.21797037844774	2.67477023116633
Bug22	7	1	-0.558626220247792	1.9500127586763
Bx42	3	1	0.505023201425661	1.43812901289034
Bzd	16	1	2.09657954712203	0.0226940627599692
C1GalTA	4	1	-2.74614192907657	-1.71953889997003
C3G	5	1	0.223883201040075	-3.03011943226637
CAP	15	1	-0.409580840268275	-0.87526944651294
CD98hc	5	1	-0.174109572571543	-2.54975516673017
CG10005	7	1	-1.97939050836957	0.629265305806272
CG10038	21	1	-1.0486797923647	2.46029467781274
CG10050	8	1	2.63512165268882	2.99657272876289
CG10055	11	1	-1.04860207183754	-2.8477820081171
CG10063	2	1	0.439596414230591	-1.56532590202199
CG10098	11	1	-1.05153999816989	-2.07289893569824
CG10126	18	1	-0.798436063572276	-4.67070743641169
CG10131	9	1	-2.61947296510423	-2.8693346606351
CG10139	16	1	2.29342529319384	-1.4059349758427
CG10205	12	1	1.01592287954789	-4.27169316960901
CG10214	1	1	3.26999339335444	2.71040415102528
CG10232	18	1	-0.918100528101094	-5.35197044220299
CG10249	4	1	-2.70790939378561	-1.62087632704338
CG10286	1	1	3.63923539391962	1.77677771349977
CG10301	20	1	1.21200724607814	-1.93671592816152
CG10306	19	1	2.41082267307529	5.32122508325738
CG10336	21	1	-2.14431568191081	2.92450464521459
CG10340	17	1	0.88848647545071	3.73764334683869
CG10341	1	1	3.71321197814187	1.80501412625024
CG10359	16	1	2.16977479885198	-1.89345329296583
CG10365	15	1	-1.27677941573728	-0.419384899675241
CG10383	11	1	-1.06430578184876	-1.89774085345295
CG10418	8	1	1.57856320864546	2.44736319723542
CG10425	13	1	-1.22111928262101	4.70326106385723
CG10433	15	1	-0.365474113830994	-0.748386613843879
CG10463	1	1	3.3125066480466	1.37226242863957
CG10470	13	1	-0.0838317548776277	4.33613795554984
CG10472	5	1	-0.148783598865705	-2.08380302590893
CG10494	2	1	0.965631959841679	-0.950450922283359
CG10495	8	1	2.74064301693991	2.87850804293273
CG10512	4	1	-2.02981369604002	-0.480374420325655
CG10513	16	1	2.21942034609902	-1.20321290443398
CG10527	9	1	-2.58608759589115	-2.00875924274613
CG10555	3	1	0.425669242744282	0.984280956505282
CG10561	14	1	0.682735493979689	2.78936643599924
CG10565	1	1	3.46402500126974	2.3058897801209
CG10576	8	1	2.27587649114467	2.74737364343923
CG10585	12	1	0.397576814182684	-5.00050047543204
CG10590	13	1	-1.05945612556371	4.194493620207
CG10592	1	1	3.00393577139096	2.78865283506785
CG10635	10	1	0.515390501858425	-3.84332399725488
CG10660	9	1	-2.75578982320294	-2.50007937307287
CG10688	13	1	-1.25720264112255	4.70149606191647
CG10737	11	1	-1.25636000778229	-1.37844094431127
CG10764	20	1	0.995748984626505	-2.35432920794146
CG10777	2	1	0.788926622422524	0.0174440214416841
CG10799	20	1	1.12123767741568	-2.19686698032417
CG10804	3	1	0.0951349015813708	0.44222476932358
CG10830	20	1	1.13657340557292	-2.19018623472693
CG10863	4	1	-2.42672254101478	-0.921797752193461
CG10874	12	1	0.462484022788142	-4.36338860055476
CG10877	9	1	-2.80301860980738	-2.57806330184488
CG10903	1	1	3.55899923095116	2.63975214971789
CG10911	1	1	2.37995828456785	1.70114270078991
CG10916	7	1	-1.8048315455715	0.797080646988275
CG1092	4	1	-3.18470479169641	-1.99929335570821
CG10947	12	1	-0.0780492908549363	-5.48314041900549
CG10960	4	1	-2.80887632225872	-0.977707183218088
CG10973	1	1	3.230969862954	1.78605486737364
CG11007	17	1	0.28623294563818	4.17534068658372
CG1103	4	1	-2.23526266800449	-1.68695006972521
CG11030	3	1	1.28060177418079	1.43166745290027
CG1105	18	1	-0.770021198109926	-4.51194101864121
CG11073	22	1	-2.21621000491885	-4.11857129698747
CG11076	1	1	3.49011493962546	2.12798882093939
CG11089	1	1	2.98508487229004	2.59382106939811
CG1109	8	1	1.88163855285927	2.04566603983671
CG11107	1	1	3.41505193256407	1.30199719473458
CG11123	1	1	3.3546995199555	2.7020594859881
CG11127	11	1	-1.54366701800054	-2.03259517925144
CG11137	17	1	0.336503333542211	3.88245262492265
CG11138	2	1	0.828519178084511	-0.548085854266913
CG11148	2	1	0.548799939530895	0.299633794964073
CG11151	11	1	-1.02725980000007	-1.50177256665455
CG11155	3	1	-0.353318516111101	-0.198892742501862
CG11180	1	1	3.90782837697499	1.8191124237383
CG11236	15	1	-0.7446244823728	-0.687076318599331
CG11267	8	1	2.38428456792358	3.10896463998461
CG11342	2	1	1.88969445189737	0.742877486934961
CG11353	5	1	-0.680250821343885	-2.2036476654309
CG11357	5	1	0.00493965378245403	-2.682196735643
CG11374	9	1	-2.28350021473856	-3.21098598002111
CG11381	10	1	0.888484968746249	-3.08359398084355
CG11395	18	1	-0.892602231020119	-5.52091757840191
CG11400	18	1	-0.789843010614192	-6.10222753513947
CG11406	2	1	0.893103698432894	-1.07789066147409
CG11414	15	1	-1.28375848341677	-0.491178522140125
CG11417	1	1	3.88287349908984	2.03253040196126
CG1142	1	1	3.56771574277548	2.75494800953255
CG11425	18	1	-0.753444928277878	-6.15217713897881
CG11426	18	1	-0.319932097299964	-5.73664154771816
CG11444	8	1	2.39421036603015	2.65059276413988
CG1146	9	1	-2.18830839271283	-3.49031433797436
CG11475	10	1	1.30205821927429	-3.27967381216287
CG11486	2	1	-0.208077776431635	-0.532585974105686
CG11505	3	1	-0.223911715827063	0.268740899742023
CG11509	16	1	1.95681733255531	-0.991947442313799
CG11529	18	1	-0.52243876434313	-5.89907349445255
CG11537	10	1	-0.617725175992273	-3.64794823565861
CG11555	1	1	3.20619412743646	2.75205129818306
CG11563	1	1	3.43369185329799	2.42495053965281
CG11583	1	1	3.5624485536233	2.21863774955633
CG11594	22	1	-1.76962217232171	-4.07568121112748
CG1161	13	1	-0.358061452044383	4.11753321785525
CG11663	20	1	0.696241306841467	-2.51019051574854
CG11686	4	1	-2.41889730348754	-1.19540935369747
CG11739	13	1	-0.406213857254991	4.19716383818976
CG11760	16	1	1.99714961438314	-0.19832369262837
CG11779	12	1	0.145747333953637	-5.33927753228628
CG11788	21	1	-1.81227705644249	2.86829372685613
CG11791	5	1	-0.53125465311077	-2.01940207546401
CG11807	5	1	-0.685832142229361	-3.02071274867126
CG11816	12	1	1.09200526796027	-4.28169381957299
CG11836	13	1	-1.35390588805813	4.68971096329128
CG11837	1	1	3.42358917259368	2.56502767201933
CG11839	8	1	1.7493943784239	2.83102697801438
CG11858	17	1	0.898914538801541	3.47164149006886
CG11873	3	1	-0.0752198148734355	0.440483605692291
CG11876	17	1	0.80475258557323	3.36661924817735
CG11880	10	1	0.222349209686693	-3.7503432149174
CG11885	8	1	2.74383826281559	2.38603982925619
CG11920	1	1	3.57612023575368	2.16542731259516
CG11980	8	1	2.57001391118006	2.4487773583159
CG11983	16	1	1.69656509749849	-0.749350813998462
CG11985	17	1	0.560488836208863	3.41099535790508
CG11999	13	1	-1.22561402040509	4.73209549016391
CG12007	5	1	-0.599295593186831	-2.77813911052089
CG12012	11	1	-1.65663648994144	-1.79930534701241
CG12018	21	1	-1.68472049542562	2.79478700963317
CG12050	1	1	3.18054715878816	1.71523696268645
CG1208	12	1	0.0649649880076835	-5.15972111340026
CG12107	8	1	1.97919355446472	2.95470238246309
CG12112	5	1	0.0293898962493981	-2.83122966949886
CG12121	10	1	-0.383609980283789	-3.58423472105982
CG12128	1	1	3.84536283827045	1.76778231005545
CG1213	23	1	2.19045151819105	-3.47185421488895
CG12133	10	1	0.582996761405851	-3.28849541895268
CG12134	1	1	3.67333802189342	2.07562950687066
CG12163	15	1	-0.959741946595083	-0.880575752437971
CG12173	4	1	-2.18481657069451	-0.0147138559167436
CG12288	8	1	2.94626166363875	2.91116756527621
CG12290	11	1	-0.994699376118272	-2.01485782863893
CG12301	1	1	3.6111575176558	1.62560225082452
CG12304	8	1	1.94603969322482	3.05122500419086
CG12320	7	1	-0.561814080332227	2.30654200291777
CG12325	1	1	3.56677921832842	2.22534620095173
CG1234	1	1	3.69464713165834	1.91432148583513
CG12384	15	1	-1.7301270363733	-1.10294102572681
CG12400	17	1	0.678082879006525	3.65246010525079
CG12470	18	1	-0.777268501675308	-6.06635169970765
CG12499	1	1	3.69920798921781	1.66337822690819
CG12512	15	1	-1.69952393217894	-0.680273570901061
CG12522	9	1	-2.79569288098956	-2.2281504796386
CG12576	11	1	-1.45259945636411	-1.61419837056198
CG12582	4	1	-2.01575583667163	-0.770808272277031
CG12594	2	1	1.29274189195887	0.0767765815496496
CG12608	1	1	3.19970704434354	2.34534782433948
CG12643	15	1	-1.57119210836135	-0.934628172777055
CG12645	2	1	0.282756855162816	-1.58264508763945
CG1265	6	1	-3.19872868282965	2.51185025305236
CG12655	18	1	-0.709815161560068	-5.22578972984482
CG12698	16	1	2.05198687187383	-1.15680086757627
CG12702	6	1	-3.40547570442543	2.32268971710058
CG12721	18	1	-0.74641298186244	-5.83242942280003
CG12730	4	1	-2.37068657116266	-1.70783830323014
CG12736	8	1	2.28687985551723	2.49321078418185
CG12744	4	1	-2.6803266244223	-1.60835921240356
CG12780	13	1	-0.832072338432226	3.6921839060669
CG12795	5	1	-0.140049952193621	-2.20410125372457
CG12814	18	1	-0.550585880540957	-5.4997436370069
CG12824	21	1	-1.17166260901034	2.52598599014778
CG12825	7	1	-1.80238651511945	0.829683162898551
CG12859	17	1	1.02918090769093	4.11778636795353
CG12866	2	1	0.303602544713226	-1.55319870683238
CG12877	6	1	-2.4251116300563	1.58511220146292
CG12895	6	1	-3.2500300715604	1.74538610713316
CG12909	1	1	3.5436799947174	1.42880949680059
CG1291	5	1	-0.888053165925603	-3.01619781483541
CG12910	2	1	0.731099039597302	-0.962376756682068
CG12917	16	1	1.76160898998753	-0.952546631232639
CG12934	9	1	-2.15209207551023	-3.21022993390892
CG12935	8	1	1.61973423641934	3.07733898228312
CG12947	10	1	0.589161843702743	-3.95284782133152
CG12975	8	1	2.85156510894862	2.83845139834293
CG12991	12	1	0.388246960471099	-5.00870298198623
CG13018	14	1	0.966550153090905	3.05933261518195
CG1307	8	1	1.94147722163086	3.3402225000508
CG13096	1	1	3.36308584374235	2.00706806445635
CG13097	1	1	3.89945730280503	1.81805513871118
CG13101	7	1	-1.01798224126167	1.37402438628728
CG13116	11	1	-1.15438734846892	-1.98402549522034
CG13117	5	1	-0.45477762828502	-2.96413297276068
CG13124	5	1	-0.708434915032782	-2.40371733902454
CG13185	1	1	3.59773366958877	1.45529338687771
CG13220	17	1	0.659030195863494	3.70762663654129
CG13229	17	1	1.05890610938702	4.11340254222287
CG13248	12	1	1.28621248739982	-3.79236628758087
CG13255	16	1	2.1218938272563	-0.223612441887202
CG13315	9	1	-2.06369006826195	-2.47562078332496
CG13321	5	1	-0.206035880130821	-2.05025543409028
CG13364	17	1	1.00337162953822	3.36768257660565
CG13376	16	1	2.11978802251596	-0.267857898477361
CG13384	9	1	-2.29890647027404	-2.97144447254103
CG13405	10	1	1.23867091115166	-3.70358003400453
CG13436	17	1	1.26042237441675	4.18244624002702
CG13442	2	1	0.305551749504974	-1.16575625691813
CG13457	16	1	2.13205121926855	-1.1052989868996
CG13482	18	1	-0.924959868169536	-4.51630011031379
CG13506	15	1	-0.451663070369497	-0.689251506526923
CG13532	16	1	1.77256825257524	-0.997549549725934
CG1354	19	1	2.93252532984467	5.76585938598916
CG13551	15	1	-1.70458528813268	-1.02245146629396
CG13559	20	1	1.00976466478957	-2.03647933257343
CG13562	9	1	-2.15023626652658	-2.31586707109349
CG13563	16	1	1.79300080217002	-1.70511259225845
CG13585	13	1	-0.715469731275131	4.77491517940777
CG13609	18	1	-1.14211752405386	-6.64372362432001
CG13618	16	1	2.03947314660601	-1.6653244080799
CG13624	2	1	0.495324175127385	-0.333371363144253
CG13625	21	1	-1.32660413224257	2.54792740902824
CG13630	6	1	-3.32530668525526	1.87648246987266
CG13658	16	1	2.14308073846546	-1.8276211862955
CG13690	21	1	-1.90283383243	2.88793591268272
CG1371	13	1	-0.148698021195459	3.82972683457992
CG13728	10	1	0.86961200683534	-3.51896355505147
CG13742	6	1	-3.44631222344846	2.26272679054999
CG13749	16	1	2.102414368303	-1.76980360211102
CG13751	10	1	-0.0280586339820002	-3.73439254674383
CG13773	1	1	3.54919555055051	1.99126243316416
CG13842	15	1	-1.15311187736006	0.168992800981895
CG13850	8	1	1.95296370428459	2.81497835829392
CG13868	15	1	-1.19743115156271	-1.05215752651715
CG1387	10	1	0.822254292851768	-3.47317276774879
CG13887	7	1	-1.89559708035325	1.12569167542063
CG13896	11	1	-0.881840920122351	-1.85308625085763
CG13901	7	1	-1.45558386930579	1.06837478536649
CG13907	15	1	-1.41516264225274	-0.636854926214357
CG13917	16	1	2.19779835672727	-1.17620803035955
CG13937	15	1	-0.738972832159877	-0.657659380244843
CG1399	10	1	0.308769955210055	-3.33526442342794
CG13993	8	1	1.95707045252731	2.28482102751654
CG13994	8	1	1.98585526106652	3.19492539953947
CG14040	4	1	-2.90453780444931	-0.838661381325032
CG14072	18	1	-0.70506869212762	-6.00457031312061
CG14100	1	1	3.59763858152665	2.67865250656362
CG14107	9	1	-2.0701593155124	-3.09502158807608
CG14132	2	1	0.922222232399876	-1.06813597784115
CG14147	20	1	1.0023131481577	-2.3723971351695
CG1416	8	1	2.03338777041343	3.41558381787471
CG14186	4	1	-2.25184059924381	-1.3125234358852
CG14207	7	1	-1.62491799116155	0.606454254861975
CG14210	1	1	3.327299403453	2.6780182219684
CG14229	22	1	-1.50434598085812	-4.11291707044422
CG14230	1	1	3.87512869152405	1.74540889408165
CG14234	20	1	0.92890611076357	-1.93143415743052
CG14253	5	1	-0.361406192394411	-2.63266962759491
CG14269	7	1	-0.510599303566537	1.88890526053194
CG14273	22	1	-1.36875172053379	-4.11045730424345
CG14291	4	1	-2.39148011543342	-1.91675216083236
CG14301	16	1	2.01740557744899	-1.57146533613378
CG14322	11	1	-0.963843776205772	-2.01764558679123
CG14339	16	1	2.11318696098941	-1.76601895303097
CG14341	8	1	2.18360288263146	3.35766185143151
CG14434	21	1	-1.50386382004915	2.19476220478604
CG14438	3	1	0.780419975471107	0.986228903929252
CG14464	1	1	3.43056610365081	2.27842921562075
CG14476	4	1	-2.05597548638911	-0.404662451794283
CG14478	3	1	-0.140658031418187	0.890916333049129
CG14482	17	1	0.672606605944081	3.50967135287667
CG14483	17	1	0.489421606092587	3.79791179903653
CG14500	5	1	-0.429301721944135	-2.17832585689838
CG14523	4	1	-3.33898445530986	-1.83016545894828
CG14543	1	1	3.17570666064518	2.63055216020409
CG14561	6	1	-3.41360213875311	2.10570893346762
CG14567	11	1	-1.06353445566318	-2.02475312617242
CG14570	11	1	-0.799539187199339	-1.30765308471026
CG14598	7	1	-1.01813952907881	1.60461799520591
CG14610	12	1	0.380509053474695	-4.26104476460636
CG14619	2	1	0.485717941268712	0.0529694096979112
CG14628	20	1	1.25025913966617	-2.28919042241205
CG14629	9	1	-1.49225964107494	-3.19973800539144
CG14641	3	1	0.547109706625415	1.50873197967417
CG14642	9	1	-2.35999614948585	-3.16098253965678
CG14688	6	1	-3.1986977241431	2.55806576347265
CG14692	10	1	1.35038220029317	-3.09396651432365
CG14696	11	1	-0.850473838197278	-1.93143439840242
CG14701	20	1	1.1965430898532	-2.12755423409059
CG14712	3	1	1.03436634128827	1.71928309838069
CG14718	12	1	0.862204532796051	-4.44423330012528
CG14722	1	1	3.50411172588247	1.73764412243815
CG14743	20	1	1.120139771206	-1.58730530629848
CG14762	9	1	-1.4499014714595	-3.22558534036741
CG14763	2	1	1.53792437462897	0.822445955774065
CG14777	2	1	1.05454800678328	-1.1469355280329
CG14786	20	1	1.49130133382775	-1.73121768267077
CG14805	1	1	3.39439507906847	2.11130706360304
CG14818	15	1	-1.78667697428882	-1.13670939015861
CG1486	13	1	-1.18021509733167	4.51026410635433
CG14879	5	1	-0.352410832859411	-2.27447681096166
CG14894	12	1	0.235378376077205	-5.06004396732576
CG14898	6	1	-3.25893017099484	1.79243464315902
CG14903	6	1	-3.57604663046484	1.8999010647789
CG14906	7	1	-1.88812187389931	0.846830709066211
CG14966	14	1	0.384218702436089	2.93190168493115
CG14984	7	1	-1.76170924176103	1.57711258820143
CG14990	4	1	-2.61841358160364	-1.29651207383953
CG14995	4	1	-3.24264251730001	-1.90233333004779
CG14997	11	1	-1.71863273212102	-1.38428296716187
CG15012	11	1	-1.09541964153659	-2.08929662006827
CG15014	1	1	3.26190518790531	2.12800338448978
CG15019	1	1	3.63161082090461	2.13098210126202
CG15027	1	1	3.39831485185169	2.45239739079816
CG15082	9	1	-2.59866071014935	-2.93396172775597
CG15093	4	1	-2.0681760555583	-0.516948775327554
CG15097	20	1	1.16189230886073	-2.24613779597405
CG15098	4	1	-2.20771149588135	-1.33652350916369
CG15100	8	1	2.05271520488496	2.31353381869539
CG15107	6	1	-2.83212476380274	2.02672868549613
CG15117	12	1	0.641324244674556	-4.69350073802524
CG15125	16	1	3.44755640775823	-0.921528573070244
CG15147	20	1	1.51868106493203	-1.345125699191
CG1518	4	1	-2.32096615778585	-0.949134481731351
CG15210	12	1	0.02036626739315	-5.14655177363042
CG15211	4	1	-2.86054147272267	-0.744513389321322
CG15237	6	1	-3.36091150603107	1.73962071039659
CG15282	22	1	-2.14890585426881	-4.12601305427751
CG1532	9	1	-1.43986099684195	-3.11216636311897
CG15336	20	1	1.14533895589203	-2.22897584524092
CG15347	10	1	0.573064539127564	-3.80937461565231
CG15399	18	1	-0.522800132118331	-5.80259030022202
CG15412	6	1	-2.48790182049601	0.987918963795582
CG1542	1	1	3.44241812524944	2.29690352352975
CG15440	8	1	1.40713562336256	3.12176596859677
CG15446	5	1	0.13884022686159	-2.42598194377641
CG15510	7	1	-1.52393131805022	0.79169492099287
CG15536	6	1	-3.3587553529349	1.92758758635678
CG15543	9	1	-2.01841407295998	-2.7444365874765
CG15554	12	1	1.17373273202534	-4.15692139026723
CG15561	16	1	2.26510206350833	-1.16835671401727
CG15611	11	1	-1.06324649438355	-1.81313087280254
CG15674	12	1	0.805118348769955	-4.40147006570739
CG15695	4	1	-2.82808527390653	-1.21928441600354
CG15706	4	1	-1.75503869973761	-0.405750833304198
CG15715	1	1	3.57275494217466	2.48670046441301
CG15717	4	1	-2.04497644411554	-0.609285370718837
CG1572	20	1	0.58029959427898	-2.49706691158575
CG15740	9	1	-1.94327139158923	-3.19559410580154
CG15818	10	1	0.498605465591477	-3.99608479997215
CG15894	4	1	-3.31869248291238	-1.84201850139784
CG15905	12	1	0.801121001384104	-4.51756537621811
CG1598	14	1	0.450143102186303	2.55321205519719
CG1607	12	1	0.682964448384554	-4.31746091156644
CG1620	7	1	-0.722943124000677	1.30224525622831
CG1628	4	1	-2.89194951948421	-1.40516178696638
CG1635	18	1	-0.410313935278807	-5.60336063946315
CG1640	21	1	-1.9945478689535	2.7410269938897
CG1646	3	1	0.593344001131089	0.99011270636019
CG1648	20	1	0.923075316928538	-2.46531224518402
CG1657	12	1	0.632883286682288	-4.8068968149754
CG1671	1	1	3.42513418013945	1.8521005551604
CG16710	10	1	0.720755053727716	-2.936021855241
CG16713	10	1	0.786480258590871	-3.88646599380561
CG16753	1	1	3.49937661849647	1.37919372382437
CG1677	3	1	0.626325637081561	1.2351526465773
CG16817	14	1	1.12267576102316	2.52048324857344
CG16892	21	1	-1.85001196212463	2.84665380407474
CG16941	7	1	-0.477884463769056	1.4764752514389
CG16953	23	1	2.05693638257147	-3.44727120522541
CG16965	12	1	0.796415377474901	-4.39480551914405
CG16998	2	1	0.327118167083879	-1.24201262379025
CG17029	4	1	-2.43124743527651	-1.19423449115953
CG1703	1	1	2.50204229400861	2.07285760831466
CG17032	7	1	-1.37144802984393	1.67063291744283
CG17059	4	1	-2.25737847552551	-1.39857647281826
CG1707	17	1	1.2523881002822	3.9103731521614
CG17163	11	1	-0.757464979346019	-1.16492622576465
CG17168	5	1	-0.0725125311644929	-1.77935154029679
CG17177	3	1	-0.394709530764472	0.448995372352807
CG17202	17	1	0.923791550225325	3.57195623471045
CG17219	1	1	3.13074843217604	2.7081238274777
CG17259	8	1	1.56637121096535	2.87575737457134
CG17278	8	1	2.66979801836627	2.61643596279766
CG17324	20	1	1.23078874547913	-1.78587408242186
CG17337	9	1	-2.86871445926001	-2.33930063997706
CG17343	6	1	-3.1066204681086	1.82804529925641
CG1737	3	1	0.237297908799883	1.15533238407962
CG17386	16	1	2.12095230557296	-1.81503379030541
CG17440	16	1	1.84756023933014	-0.681418932097344
CG17454	14	1	0.366374466078493	2.1305478012493
CG1746	17	1	1.08202148772173	4.05841156631218
CG17470	16	1	2.11286406605119	-1.77467348773529
