id	module	supermodule	dim_1	dim_2
Akh	31	4	-3.78497512681735	5.23446837215658
Akt1	3	1	-0.392602864720823	1.10727165160764
Alas	34	1	2.23094698674578	0.249049169455011
Ald	23	2	-7.29544493453775	0.449316803998656
Aldh	11	1	-1.13509410297932	-1.46256628114176
Aldh-III	1	1	3.54860469812937	-1.12440011217413
Alg-2	11	1	-0.434158874185383	-1.74130573979474
Alg10	6	1	0.162414180659885	-1.81786488611372
Alh	4	1	-2.42308615902618	0.577579231762343
AlkB	1	1	3.18917060354517	-1.01845014972656
Alr	20	1	0.366852262284582	3.05684568545217
Als2	31	4	-4.00445316293796	5.36843419020155
Ama	12	1	-2.71411433641426	-2.20817972794972
Amnionless	36	5	1.62945653068917	4.40159292936975
Amph	36	5	1.64980884035289	4.35558262608074
Amun	16	1	-1.00732438493642	0.682857976071419
Amy-p	14	1	1.13810863993616	-0.329508844124879
Ance	24	1	-3.60003401021996	-1.58673147221093
Ance-2	24	1	-3.58971905681013	-1.59483451031255
Ance-3	5	1	-3.86150666300524	-0.856813046500159
Ance-4	5	1	-3.20415990377122	-0.165140646410927
Ance-5	5	1	-3.97115462871114	-0.565673612988959
Ank	3	1	-0.357474191902079	0.575329935183774
Ant2	15	1	3.5499318007073	1.53427575646275
Antp	35	1	1.27705187586056	-3.93401505711739
AnxB10	22	1	-2.68387627709731	-0.721528717828449
AnxB11	5	1	-3.55956638451587	-0.666026006726562
AnxB9	22	1	-2.7645109367779	0.0333890431126531
Aos1	14	1	1.49958241676877	-0.659087092147874
Apc	10	1	-0.662855206967162	-0.593435859214206
Apc2	28	1	3.0447386356792	0.900572776594808
ApepP	23	2	-7.23355080218687	0.546701708935254
Apf	6	1	0.745589471147609	-2.46404988077552
Aplip1	4	1	-3.43510414761054	0.881577135636213
Apoltp	20	1	0.0530033080709791	3.40340292970016
Appl	7	1	1.39103079208891	1.52515638568259
Aprt	6	1	0.468394726922272	-1.8470984216863
Aps	3	1	-0.415610898639756	1.11076432194357
Arc1	4	1	-2.53890846192205	0.813744080332335
Arc2	20	1	-0.200007082151859	3.38603906995143
Arc42	1	1	2.95746958799238	-0.868296896268031
Arf102F	18	1	-0.432948909812394	-2.71935070716487
Arf51F	4	1	-3.01534388515714	0.851814720317204
Arf79F	14	1	0.618623778563062	-0.960805497332683
ArfGAP1	10	1	0.21659628920495	-1.18960101971125
ArfGAP3	18	1	-0.633489635211872	-3.01243210613434
Arfip	4	1	-2.50350677756358	0.226833688474908
Argk	46	1	4.43098737924243	-1.47353926709697
Arl1	18	1	-0.396335007940169	-2.5593189281853
Arl2	8	1	-2.00332569807217	-0.687123027831848
Arl4	3	1	-0.321040485143688	1.17367501007291
Arp1	8	1	-1.80789148688954	-0.58983772823664
Arp10	20	1	0.370082805606093	3.18236436845725
Arp2	8	1	-1.78300346353857	-0.514604735255874
Arp3	8	1	-1.88434063429381	-0.559739207208186
Arp5	21	1	1.79912216769997	0.209750942898947
Arp6	1	1	3.24919862331554	-0.992782803189231
Arp8	2	1	1.98505500582151	-1.68565929207778
Arpc1	8	1	-2.10198297826717	-0.566598252584557
Arpc2	8	1	-1.91486853002226	-0.337109343361288
Arpc3A	8	1	-1.98100766469751	-0.509299975083251
Arpc3B	1	1	3.62940412721953	-1.0554514582825
Arpc4	8	1	-2.03226239927703	-0.361560681595637
Arpc5	8	1	-2.03330870487987	-0.777887331581663
Arr1	27	1	-2.72629483647121	1.76894730292713
Ars2	3	1	-0.313692525108823	1.33495481173825
Art1	2	1	2.71595087397211	-2.28869523205149
Art3	9	1	3.15654383710083	-3.11644744592379
Art4	21	1	1.40300258676734	0.323012613279647
Art7	28	1	2.98674290541358	0.771309691773593
Art8	2	1	2.95157187745585	-2.18428520209774
Asap	7	1	1.46603065026783	1.19313926294799
Asator	21	1	0.346921302376926	0.147869213561009
Asph	47	1	-1.26359303552291	3.12654911430243
AstA-R1	33	1	-4.85592882003413	-1.47853217233228
Asx	3	1	-0.126042633321251	1.41537559422678
Ate1	20	1	-0.046231340236653	3.06642642436763
Atet	3	1	0.184447562307452	0.499225645291395
Atf3	16	1	-1.71341005917457	0.659165282896078
Atf6	3	1	-0.440106927042629	1.19072293671807
Atg1	27	1	-3.08236192220571	1.70770831931322
Atg12	28	1	3.37318071844446	0.469311623091028
Atg13	30	1	0.92340532430008	1.3193036387883
Atg14	37	1	-2.12707464747966	-1.01151472218616
Atg16	46	1	4.35197946265295	-1.63973047231955
Atg17	13	1	-1.00551456875128	1.14205256596639
Atg18a	8	1	-1.60755009480155	-0.380086844366752
Atg18b	8	1	-2.32950056928637	-0.0943506656786082
Atg3	12	1	-2.32148012487346	-2.39198464088755
Atg4a	8	1	-2.07221427563223	-0.303127753965102
Atg6	40	1	-2.63114652520353	3.23865653390814
Atg7	21	1	0.264124796487969	0.0417091665599565
Atg8a	8	1	-1.3608654378458	-0.345347259679672
Atg9	3	1	0.0998825714727933	0.208582852387926
Atox1	23	2	-7.30222221419113	0.309793828330054
Atpalpha	16	1	-1.22569070361321	0.682335135379984
AttA	22	1	-3.00819895797058	-0.863055046009198
AttB	22	1	-3.02564825283624	-0.873285733181616
AttC	24	1	-3.90530495544424	-2.2408909231602
AttD	24	1	-3.50976030050619	-1.55165848567921
Atu	30	1	0.938417077035327	1.06445365159554
Atx2	13	1	-0.73015221056745	0.999084627907726
Axs	25	1	2.89339790815321	2.49824406525414
Axud1	13	1	-0.606538991909959	1.34485163818585
B4	4	1	-2.73064824156885	1.04024586377447
B52	14	1	1.49329346747176	-0.940548099570127
BCAS2	14	1	1.56866521502159	-1.00559713577646
BCL7-like	14	1	1.31378687201276	-0.941294580866023
BEAF-32	19	1	4.02033361135874	-0.24281921017401
BHD	15	1	3.58768739888026	1.51799879889866
BI-1	18	1	-0.679796903406377	-2.97680077737607
BM-40-SPARC	5	1	-3.60804929680343	-0.191853506039315
BRWD3	17	1	1.4151790409315	2.57253673439297
Bacc	14	1	1.22512673016814	-0.662848086141945
Bace	26	1	-4.59820794577849	0.288600389483486
Baldspot	4	1	-3.08737058091808	0.927485460081697
Bap170	39	1	3.66565446326875	3.24809052017219
Bap55	14	1	1.41032224348503	-0.482887667415123
Bap60	14	1	1.33826835796618	-0.590181024860911
Bdbt	34	1	1.86095688910238	-0.216484153511712
Bem46	10	1	-0.550932234994766	-1.17151768074926
Best1	22	1	-2.55273863488802	0.0271300000616628
Best2	7	1	1.99697724043135	0.698471132693749
Bet1	18	1	-0.601005214430475	-3.06147151418586
Bet3	15	1	3.52239322980368	1.49595191264787
Bet5	1	1	3.01459169079827	-1.01328253849686
Bgb	17	1	2.25527825303524	2.31305127598222
BicD	16	1	-1.33822743216925	0.870754917071487
Bin1	14	1	1.50503369751682	-0.733020147026346
Bka	9	1	3.34572832248335	-2.75442588812412
Blm	19	1	4.83235198186613	0.109192879078208
Blos1	6	1	1.06639188140161	-1.54919858084623
Blos2	14	1	1.63181356847143	-0.837035339770928
Blos3	1	1	2.56947825577122	-0.718546575899174
Blos4	21	1	1.79144481961026	0.0749390362704472
Bmcp	19	1	4.85118692190941	-0.0160802821709702
Brd	25	1	3.29821828421687	1.92660546709328
Bre1	14	1	1.12239636268596	-0.256351904896044
Brf	10	1	-0.196373860291636	-0.418560789736818
Brms1	36	5	1.91849112633524	3.99298215255048
Bruce	3	1	-0.555689950399721	0.719339469784713
Bsg	13	1	-0.933458041945283	1.36052767494151
BtbVII	3	1	0.283402209301275	1.36785547609121
BthD	19	1	4.66755220869946	0.216350864997655
Btk29A	3	1	-0.481587713138273	1.58625577028013
Bub3	1	1	3.65384845196755	-0.274778219961385
BubR1	19	1	4.04734674796695	-0.32519583982927
Buffy	12	1	-2.62475377471584	-2.65237216467535
Bug22	14	1	0.980713086349697	-0.674407414372373
Bx	24	1	-3.47517057945379	-1.5009665384366
Bx42	34	1	2.02130498160861	-0.148316660773281
C1GalTA	5	1	-3.48463558164765	0.293191368915117
C3G	4	1	-2.46118472172713	0.527663140147594
CAH2	23	2	-7.4261238236715	0.606720534349471
CAP	4	1	-3.53267956193644	1.4797324300303
CASK	46	1	4.45326634368262	-1.56545061184719
CBP	7	1	2.13419792176246	1.21228657161709
CCHa2	23	2	-7.08587955796361	0.895791639619453
CD98hc	4	1	-2.48597871365243	0.268777166314554
CDC45L	19	1	4.80048925955662	0.273579812218446
CDase	12	1	-2.92990884927452	-2.37272203698126
CG10005	25	1	3.31455062744996	2.12718387738562
CG10011	3	1	-0.045606704111484	0.463969821121881
CG10019	31	4	-3.96734592921833	4.79867083361036
CG10026	12	1	-2.67662776380749	-2.30826512913121
CG10038	1	1	3.07537319621922	-1.4055859750189
CG10050	2	1	2.97172901468453	-2.60609984041389
CG10055	4	1	-2.52934084713752	0.414049382030471
CG10068	10	1	0.127442551395511	-0.146499534771189
CG10073	36	5	1.82748715162211	4.16252209847152
CG10075	7	1	1.38815893899165	0.891399904392439
CG10077	16	1	-0.864218577422368	0.809545332323783
CG10082	13	1	-1.41877080787031	1.22333557510665
CG10092	46	1	4.39892439577841	-1.55359066486601
CG10098	8	1	-2.09750910402935	-0.314976606113503
CG10103	8	1	-2.11435484731078	-0.108654788265174
CG10126	26	1	-4.50359124393217	0.110147261604477
CG10131	37	1	-2.50817380138928	-1.63252485301612
CG10139	41	1	-2.29873456322342	2.26194358838042
CG10144	16	1	-1.08086306948835	0.283991486554422
CG10165	4	1	-2.91190789394934	1.30550438392869
CG10166	18	1	-0.511583845515378	-2.93029959201261
CG10176	7	1	2.46293884405375	0.962680316296182
CG10178	23	2	-6.73904800549354	1.12311261068595
CG10184	45	1	-1.73298722072871	4.17511079449025
CG10189	20	1	0.109570433878974	3.35149006163728
CG10195	1	1	2.72725221599914	-1.12642132892988
CG10211	7	1	2.54587450621169	1.39990966622736
CG10214	2	1	2.90995268341688	-2.50587174718532
CG10217	7	1	1.29156136994031	1.34276059272189
CG10219	6	1	0.533174023872606	-2.2140688734176
CG10222	10	1	-0.0171955793499308	-0.105958821730651
CG10232	26	1	-4.89606155371018	1.07680798167452
CG1024	21	1	1.91312891017231	0.104300210782652
CG10249	17	1	1.87501652149211	2.42556817860762
CG10254	21	1	0.697291399486366	-0.229693636786701
CG10262	50	1	-3.59755482752618	2.7480995019234
CG10265	1	1	3.09049907674579	-0.656217307953712
CG10268	15	1	4.2857494990921	1.24815761889065
CG10274	1	1	2.50328565623652	-0.602245808808374
CG10283	15	1	3.8185402336765	1.3793174841775
CG10286	9	1	3.17918506259433	-3.23379293863955
CG10289	3	1	-0.540105859350132	0.743391119546932
CG10306	29	3	-0.732447414351524	-5.15217926008851
CG10311	36	5	1.78625541432574	4.22421091706076
CG10320	32	1	0.842837947322574	-2.82359395472266
CG10324	3	1	0.124133972753249	1.26886211258834
CG10326	1	1	2.86398619470872	-1.01939158284306
CG10333	21	1	0.871252643188512	0.102915090153993
CG10336	19	1	4.77946505245027	0.218431791423821
CG10337	8	1	-2.20168969859138	-0.510991404299212
CG10338	34	1	1.92310253290281	-0.64293385519592
CG10340	2	1	2.37178902287412	-2.81827498565787
CG10341	9	1	3.1280613453275	-3.10537679847975
CG10343	14	1	1.50333561748667	-1.07273483731247
CG10347	14	1	0.731566194574818	-1.1009873957729
CG10353	27	1	-2.88988717223557	1.73857943827155
CG10359	24	1	-3.73371063103558	-1.51988021353302
CG10365	41	1	-1.86129800733108	1.88935989863011
CG10375	30	1	0.970823470591728	0.607142006615112
CG10376	8	1	-2.19968144661632	0.103989199302709
CG10383	8	1	-1.96918017656518	0.114954831119737
CG10395	3	1	-0.0671250922089193	1.45133411828479
CG10405	27	1	-2.85859265706695	1.83224523197267
CG10407	34	1	2.24544682444315	0.24363922964689
CG1041	11	1	-1.20102579323754	-2.01438203497946
CG10413	37	1	-2.27268486397301	-1.19948163633136
CG10417	3	1	-0.159354369052636	1.13237058569412
CG10418	32	1	1.13028851350213	-2.68669605698649
CG10420	18	1	-0.700017423284603	-3.09607473176601
CG10424	1	1	3.4181852097792	-1.12403896534402
CG10425	11	1	-1.76200501864699	-1.54548383487541
CG10433	24	1	-3.46723130018814	-1.45936895111999
CG10435	8	1	-2.04016675996287	-0.753312715505851
CG10440	7	1	2.51706397185678	1.34569195033936
CG10444	1	1	3.27211162319963	-0.655159309434718
CG10445	20	1	0.15392508620558	3.17512544548022
CG10462	25	1	2.82400238072892	2.51115175927988
CG10463	9	1	3.17760874075793	-3.13168876691139
CG10465	25	1	3.50162583960611	1.98093459401
CG10467	23	2	-7.24153243618167	0.543012104208182
CG10469	23	2	-7.28244756450641	0.629767794393475
CG10470	2	1	2.18270958121449	-1.75764599982832
CG10479	35	1	1.34148265632774	-3.97146972224673
CG10494	28	1	3.34779050569055	0.530211727859732
CG10508	51	4	-3.12489731897678	4.67297172013117
CG10512	11	1	-1.29843857711878	-1.37114301889297
CG10516	7	1	2.27351337483529	1.44918717911436
CG10527	22	1	-2.72069818637308	0.0280128784449158
CG10543	13	1	-0.60599841211351	1.60592850682887
CG10555	3	1	-0.145302508124403	1.39921413423026
CG10560	41	1	-2.32000208428297	2.28447259937115
CG10561	7	1	1.45775190393815	0.960786456195089
CG10565	9	1	3.35034570013695	-3.11052881331775
CG10576	2	1	2.42598170364313	-2.99449033948405
CG10581	1	1	3.61028177376838	-1.01180160270669
CG10585	19	1	4.35311017262735	0.131509072426926
CG10590	10	1	-0.0629333623322959	-1.44983314774169
CG10600	3	1	-0.377360449397972	1.31613220170879
CG10602	23	2	-7.284304733902	0.485858027582115
CG10616	8	1	-1.6252866179937	-0.215372014812682
CG10621	23	2	-7.09513726216959	0.792459325966075
CG10623	23	2	-7.29501007585402	0.638670320584049
CG10625	25	1	3.444333098193	2.28775521564633
CG10628	40	1	-2.39280046819868	3.40434388810094
CG10635	2	1	1.96327159267221	-2.70440935564212
CG10638	20	1	0.0973707275949425	3.37717127866891
CG10639	11	1	-0.980642897064708	-1.68948048716903
CG10646	7	1	1.38648797136826	0.917658785272681
CG10654	45	1	-1.80717791744027	4.10042111438648
CG10657	38	6	3.94033142083292	6.52566298477903
CG10660	37	1	-2.55297072338411	-1.57002630055745
CG10672	15	1	3.48308473091542	1.35994676588713
CG10674	32	1	1.02419896384935	-2.69867061482806
CG10688	18	1	-0.347754116176291	-2.81042373463316
CG10702	4	1	-3.35715327360472	1.23703400563966
CG10713	30	1	0.889943350336084	0.725440642947028
CG10731	1	1	2.38431143602181	-0.937390230162507
CG10737	23	2	-7.11065389802362	0.433225328061341
CG1074	9	1	3.1975985240922	-2.92208046289068
CG10754	6	1	1.08587165521257	-1.4443558636393
CG10764	26	1	-4.31943625943497	0.286511814559824
CG10777	16	1	-0.883509333599718	0.846588251606786
CG10778	18	1	-0.340202083199128	-2.66954328541962
CG10795	12	1	-2.28308432417627	-2.33536822869891
CG10799	12	1	-2.99361393858607	-2.26808152844269
CG10802	1	1	2.57532559945205	-1.3709467874602
CG10803	39	1	3.59166266390653	3.13901836310968
CG10809	16	1	-0.914434003789227	0.530583500378208
CG10863	1	1	3.53381832271962	-1.07969305752427
CG10874	7	1	1.99083656232636	1.01330623978853
CG10877	5	1	-3.94748277366903	-0.715986154225232
CG10880	28	1	3.38746325189655	0.319041734108555
CG1090	31	4	-3.88553203200344	4.56020029943464
CG10903	9	1	2.77893189617712	-2.88511718312967
CG10904	15	1	4.3552829414124	1.2656775403715
CG10907	30	1	0.918829252148486	0.679465652588873
CG1091	1	1	3.00937191329778	-0.836883505407066
CG10911	50	1	-3.54137514475039	2.78498545704886
CG10916	20	1	-0.114004542539339	3.412627633173
CG1092	5	1	-3.67350295691725	-0.466211637659494
CG10924	24	1	-3.52536000719222	-1.62871797882083
CG10932	11	1	-0.987440250212575	-1.65030956467053
CG10933	17	1	1.83803547958613	1.66434420841958
CG10936	44	1	1.39809033992294	2.07435638533766
CG10947	42	1	-5.35889227935679	2.0114598192444
CG10948	15	1	3.91065882573563	1.92744263767866
CG10949	34	1	2.60014286392818	0.493214579619602
CG10958	48	1	0.588690521102362	-4.13349410926411
CG10960	4	1	-2.84231672522776	0.943647574650212
CG10962	24	1	-4.07468968272337	-2.15874236908633
CG10973	2	1	2.15196240635441	-3.16369001818686
CG10979	10	1	0.0491748613257654	0.031935754670724
CG10984	34	1	2.51341761074363	0.450255860847581
CG11000	17	1	2.173078423127	2.64975190594245
CG11007	2	1	1.73650571467607	-1.82400551380152
CG11023	4	1	-2.98559531108675	1.2741122897152
CG1103	37	1	-1.99887432947905	-1.2737993026887
CG11030	9	1	3.17849373431308	-3.36374776478299
CG11034	5	1	-3.0402766390927	-0.152908871226199
CG1105	8	1	-1.89733245859258	-0.605417496738388
CG11050	13	1	-1.44090748737445	1.93705291813545
CG11069	15	1	3.42609852781892	1.56267842205116
CG11070	10	1	0.372975213904554	-0.64980304607277
CG11076	9	1	2.98010353187831	-3.17498535337843
CG11077	11	1	-1.06024928032321	-1.74681413866261
CG11089	9	1	2.80493943657983	-3.09943240863677
CG1109	39	1	3.57567325919676	3.24267945929149
CG11103	5	1	-3.99494397813195	-0.352776824365497
CG11107	9	1	3.35726028646521	-2.72777010704779
CG11110	35	1	1.71868442716197	-4.51768871076692
CG11122	36	5	1.83441603296608	4.17192270308705
CG11123	2	1	3.27020977353337	-2.41662297598441
CG11125	1	1	2.99210492025964	-0.896961025488857
CG11127	11	1	-0.914194529215635	-1.66823523626512
CG11134	11	1	0.0779068667685838	-2.11017700569379
CG11137	6	1	1.42224617481944	-2.05846418351406
CG11138	27	1	-2.30529083481455	1.56337895899897
CG11141	8	1	-2.0520324439106	-0.00961045178296249
CG11148	3	1	-0.0761570366366862	0.798681679771044
CG11151	6	1	0.209572490093725	-2.46146687494881
CG11158	19	1	4.91864496756707	0.200265842042871
CG11164	19	1	4.95205695625707	0.271087330834089
CG11168	8	1	-2.05450966940138	-0.712019865107813
CG11170	21	1	0.310852957359981	-0.196150972333934
CG11178	1	1	2.95076047960189	-1.09914503402687
CG11180	9	1	3.17921071299896	-3.29609337816421
CG11190	3	1	-0.168422904543856	0.905155987283853
CG11200	1	1	3.42272960793972	-0.679510947842029
CG11208	1	1	2.87612581615434	-0.66521408070924
CG11210	43	1	2.82282874558415	1.68855546740119
CG11236	11	1	-1.21468914093519	-1.57585569385163
CG1124	21	1	1.59966679848622	0.309117743429253
CG11247	3	1	-0.230109718905875	1.32897097746124
CG11248	21	1	0.695259727574548	-0.0714324366617918
CG11261	8	1	-1.23236540411057	-0.0473330967522694
CG11267	2	1	2.36477228164303	-2.67904837588455
CG11275	39	1	3.56043033772456	3.14203520460868
CG11279	9	1	2.82199697649457	-3.3718273082828
CG11284	16	1	-1.41077948484529	0.334506955348111
CG1129	18	1	-0.624854559789582	-2.73103117284943
CG11294	12	1	-2.04150330518583	-2.10925785215381
CG11306	18	1	-0.899274372587766	-2.21795555434759
CG11309	1	1	2.16274463710756	-0.914238801440841
CG11320	24	1	-3.58819544633765	-1.59800070671549
CG11334	10	1	0.0927624333790984	-1.63043477666399
CG11337	2	1	2.32100476419284	-2.59362686221816
CG11342	43	1	2.89833713347608	1.78425088327312
CG11353	4	1	-3.14187865926898	0.7685612632484
CG11357	4	1	-2.88168042744773	0.682618160097308
CG1136	17	1	1.87525177584132	2.40435026341222
CG11360	3	1	-0.316367768028356	0.554625101821082
CG11370	49	6	4.55247178954319	6.7166929724149
CG11377	18	1	-0.635611275442015	-3.06528065155764
CG11382	38	6	3.92992188127405	6.51820729982613
CG11395	42	1	-5.29810842722028	1.75729544153738
CG11396	8	1	-1.68354201343312	-0.562132467352846
CG11399	30	1	0.899133031367789	0.665253929273147
CG11400	42	1	-5.31684755839806	1.80697035612675
CG11403	28	1	3.3481921000984	0.158301518451949
CG11412	39	1	3.6285904056275	3.26548995004065
CG11413	49	6	4.73160649514503	6.82238027309965
CG11414	3	1	0.104261249053042	1.20780041033718
CG11417	9	1	3.20568067881816	-3.34596024959012
CG11418	21	1	1.82500225167264	0.206639952448386
CG1142	2	1	3.11238061968394	-2.58472416202991
CG11425	42	1	-5.43829807103654	2.02325313274145
CG11426	42	1	-5.38432854128785	1.91287058883971
CG11438	25	1	2.76383121914988	2.48466540395336
CG11444	2	1	1.95213205647658	-2.75982255857546
CG11447	2	1	3.01565490810545	-2.38885465695982
CG11448	8	1	-1.87822564818182	-0.0327383812250495
CG11454	1	1	3.08743262420573	-1.09896089125371
CG11455	32	1	0.702091264600289	-2.72509915782558
CG1146	16	1	-1.74728179629329	0.332958151134835
CG11474	51	4	-3.20380067743911	4.92993613314878
CG11486	16	1	-1.5851115583207	1.07331649768293
CG11505	13	1	-0.72334816053918	1.21544323267611
CG11509	12	1	-2.63848088973614	-2.24164840465929
CG11523	28	1	3.28213714751107	0.0454235591899592
CG11529	44	1	1.26573872943547	2.06484552821656
CG11534	3	1	0.134440052561218	0.191750795847878
CG11537	22	1	-2.76948253420885	-0.554321163588876
CG11555	2	1	2.78837014104626	-2.65828639890635
CG11562	1	1	3.36877834894598	-1.22641466285912
CG11563	9	1	2.93920802058151	-2.91865876136989
CG11576	23	2	-7.3221310934276	0.438296957674379
CG11577	18	1	-0.714682356242247	-3.05554904909325
CG11583	9	1	3.0474303346818	-3.19079731985665
CG11586	7	1	2.0326973648526	1.19399056640747
CG11590	1	1	3.62051765164838	-1.00196796551863
